"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://leon-international.com/_next/image/?url=%2FBrands%2FWärtsilä-Logo.wine.png&w=3840&q=75","image/png","200","OK","Indexable","","","94","","https://leon-international.com/_next/image/?url=%2FBrands%2FW%C3%A4rtsil%C3%A4-Logo.wine.png&w=3840&q=75"
