"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Indexability","Indexability Status"
"https://leon-international.com/major-ship-repair/","283","50","5.660","27.705","Very Hard","Indexable",""
"https://leon-international.com/projects/","350","71","4.930","16.920","Very Hard","Indexable",""
"https://leon-international.com/buoys-fabrication/","280","48","5.833","28.693","Very Hard","Indexable",""
"https://leon-international.com/vessel-repair-anchorage/","265","45","5.889","29.742","Very Hard","Indexable",""
"https://leon-international.com/services/","340","59","5.763","28.551","Very Hard","Indexable",""
